canonical_id,blueprint_id,source_question_number,source_bank,source_usage_count,generated_variant_number,content_state,publication_state,validation_status,question_type,difficulty,normalized_recipe_id,normalized_pattern_id,recipe_title,scenario,stimulus,question_stem,choice_a,choice_b,choice_c,choice_d,choice_e,correct_answer,prediction_text,correct_answer_job,conclusion,support,gap,inference_or_resolution,recipe_tags,trap_a,trap_b,trap_c,trap_d,trap_e,trap_family_a,trap_family_b,trap_family_c,trap_family_d,trap_family_e,explanation_a,explanation_b,explanation_c,explanation_d,explanation_e,diagnostic_eligible,daily_repair_eligible,targeted_drill_eligible,review_eligible,timed_eligible,near_copy_status,near_copy_note,originality_warning,version,version_state
AR_V1_B6_0014,AR_B6_BP_0014,17,LSAT_201_Source_Compilation_Keyed,1,2,validated_candidate,unpublished,production_factory_pass_not_human_validated,SA,3,SA_BRIDGE,PAT_CONDITIONAL_BRIDGE,Sufficient Assumption,newspapers-shared-press,"Publisher: The regional printing press that turns out both our paper and our chief rival's has just enough work between the two of us to keep running. If our chief rival's paper were to fold, that press would go under for want of enough work. So, for our own paper to keep publishing, our chief rival's paper must keep publishing.",The conclusion drawn above follows logically if which one of the following is assumed?,The regional printing press will not go under.,Our paper will keep publishing if our chief rival's paper keeps publishing.,"If our paper folds, our chief rival's paper will fold as well.",Our paper will keep publishing only if the regional printing press stays in operation.,Our paper will keep publishing if the regional printing press stays in operation.,D,Our paper must run only if the press does; then the rival's folding would stop us.,Supply the conditional making the press necessary for our paper.,"For our paper to keep publishing, our chief rival's paper must keep publishing.","If the rival folds, the shared press goes under.",A link from 'press running' to 'our paper publishing' is missing.,,sufficient_assumption|only_if_conditional,asserts_fact,sufficient_for_necessary,wrong_direction,N/A_correct,affirms_sufficient,Conditional Failure,Conditional Failure,Conditional Failure,N/A_correct,Conditional Failure,"Choice A is tempting because it concerns the press, but flatly asserting it survives supplies no link making the rival's survival necessary for ours.","Choice B is tempting because it ties the two papers, but it makes the rival's survival sufficient for ours rather than necessary, so the conclusion does not follow.","Choice C is tempting because it links the papers' fates, but it runs the wrong way and never makes the rival's survival a condition of ours.","Choice D lets the conclusion follow: if we publish only while the press runs, and the rival's folding would sink the press, then the rival must survive for us to survive.","Choice E is tempting and nearly right, but it makes a running press sufficient for our publishing, whereas the conclusion requires it to be necessary.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B6_0015,AR_B6_BP_0015,12,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,MC,3,MAIN_CONCLUSION,PAT_FIND_CONCLUSION,Main Conclusion,documentary-films-resemblance,"Two documentary films released in the same year share a great many similar scenes and camera framings, a resemblance that might lead one to suspect that one of the crews copied the other. Coincidence, though, is the likelier account of the resemblance between these two films, given that both crews trained under the same cinematographer and both shot their footage in the same national park.",Which one of the following most accurately expresses the conclusion drawn in the argument?,Two documentary films released in the same year share a great many similar scenes and camera framings.,The many similar scenes and framings in the two films might lead one to suspect that one crew copied the other.,The crews of the two films trained under the same cinematographer and shot their footage in the same national park.,"If two crews train under the same cinematographer and shoot in the same place, suspicions of copying are very likely unwarranted.",It is less likely that one of the crews copied the other than that the resemblance between the two films is coincidental.,E,The point is that coincidence beats copying as an explanation.,Separate the comparative claim being argued for from the facts supporting it.,Coincidence is a likelier explanation of the resemblance than copying is.,Both crews had the same teacher and the same location.,Distinguish the conclusion from the suspicion it answers.,,main_conclusion|comparative_claim,premise_fact,suspicion,supporting_premise,generalized_principle,N/A_correct,Conclusion Failure,Conclusion Failure,Conclusion Failure,Conclusion Failure,N/A_correct,"Choice A is tempting because it opens the passage, but it is the observation that prompts the argument, not the claim the argument defends.","Choice B is tempting because it states the suspicion, but the argument is offered against that suspicion rather than in support of it.","Choice C is tempting because it is the reason given, but a reason offered for the conclusion is not itself the conclusion.","Choice D is tempting because it generalizes the reasoning, but the argument draws a conclusion about these two films, not a sweeping rule.",Choice E is the main conclusion: the shared teacher and shared location are offered precisely to support this comparative claim about which explanation is likelier.,TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B6_0016,AR_B6_BP_0016,2,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,MC,3,MAIN_CONCLUSION,PAT_FIND_CONCLUSION,Main Conclusion,warehouse-injury-tonnage,"Safety officer: Those intent on cutting warehouse injuries typically pour their efforts into equipment measures, such as better lifting gear, mandatory harnesses, and improved forklift design. But what would do the most to cut warehouse injuries is a reduction in the total tonnage that workers move by hand each week. The plain fact is that hand lifting, taken on its own, ranks among the largest risk factors there are.",Which one of the following most accurately expresses the overall conclusion drawn in the safety officer's argument?,A reduction in the tonnage that workers move by hand would do more to cut warehouse injuries than would any equipment measure.,Warehouse injuries can be cut by improving the equipment that workers use.,Those intent on cutting warehouse injuries should pour their efforts into equipment measures.,"Better lifting gear, mandatory harnesses, and improved forklift design all help to cut warehouse injuries.","Hand lifting, on its own, ranks among the largest of the risk factors behind warehouse injuries.",A,The point is that cutting hand-moved tonnage beats any equipment measure.,Identify the comparative recommendation the passage builds toward.,Reducing hand-moved tonnage would cut injuries more than any equipment measure would.,Lifting by hand is itself a major risk factor.,Distinguish the comparative conclusion from the supporting fact.,,main_conclusion|comparative_recommendation,N/A_correct,concession,opposed_view,background,premise_restated,N/A_correct,Conclusion Failure,Conclusion Failure,Conclusion Failure,Conclusion Failure,Choice A is the overall conclusion: the remark about hand lifting being a major risk factor is offered to support precisely this comparison between the two approaches.,"Choice B is tempting because equipment measures are discussed, but the officer mentions them only as the approach being displaced, not as the point being made.","Choice C is tempting because it echoes the opening, but it states the view the officer argues against, not the officer's own conclusion.","Choice D is tempting because these appear early, but they are background describing current practice rather than what the argument sets out to establish.","Choice E is tempting because it is stated emphatically at the end, but it is the evidence offered in support of the comparative claim, not the claim itself.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B6_0017,AR_B6_BP_0017,3,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,MSS,2,MSS_SUPPORTED,PAT_COMPLETE_ANALOGY,Complete the Argument,voyage-and-career,"A long voyage is in certain respects like a working life, and as a voyage draws toward its close, the crew come to regard it much the way a person approaching retirement regards the career now ending. Hence, just as those in their final working years devote long hours to revisiting the milestones they passed, crew members near the end of a voyage ______.",Which one of the following most logically completes the argument?,reminisce about their own careers,become keenly interested in the record of the voyage that is just ending,focus on what the next voyage will bring,come to fear that their own careers are about to end,reflect on how certain mishaps of the voyage might have been avoided,B,"They will dwell on the voyage itself, not on their careers or the next trip.",Carry the analogy through to the parallel behavior about the voyage.,(completion target),The analogy maps behavior toward a life onto behavior toward the voyage.,"Keep the object of attention the voyage, mirroring the career case.",Crew near a voyage’s end become absorbed in the record of the voyage just ending.,completion|analogy,wrong_object,N/A_correct,forward_looking,literalizes,narrower_behavior,Analogy Failure,N/A_correct,Analogy Failure,Analogy Failure,Analogy Failure,"Choice A is tempting because careers are named in the analogy, but the analogy maps behavior onto the voyage, so the object of their attention should be the voyage.","Choice B completes the analogy correctly: as someone near a career's end reviews that career, so the crew near a voyage's end dwell on the voyage itself.","Choice C is tempting as a natural human response, but the analogy is to looking back over what is ending, not ahead to what comes next.","Choice D is tempting because the analogy invokes a life's end, but it takes the comparison literally rather than tracking the behavior it describes.","Choice E is tempting because it does look back at the voyage, but the analogy speaks of reviewing milestones generally, not of second-guessing mishaps.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B6_0018,AR_B6_BP_0018,22,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,MSS,4,MSS_SUPPORTED,PAT_CHAIN_INFERENCE,Most Strongly Supported,port-authority-petitions,"Editorialist: Trade papers seldom report in depth on the decisions of the port authority, and the authority's business is usually conducted behind closed doors. Each of these factors tends to isolate the authority's officers from the dockworkers they serve. That isolation lowers the odds that any given petition from dockworkers will meet with a favorable response from the officers, and this in turn leaves dockworkers disinclined to petition the authority at all.",Which one of the following is most strongly supported by the editorialist's statements?,Petitions from dockworkers would be likely to draw a favorable response if the authority's officers were less isolated from them.,"The authority's business should be conducted less secretively, because doing so would avoid discouraging petitions.",More frequent in-depth reporting on the port authority's decisions would reduce at least one source of discouragement from petitioning the authority.,The most important factor in a dockworker's decision to petition is the chance that the petition will draw a favorable response.,"If dockworkers were not discouraged from petitioning, the authority's officers would become less isolated from them.",C,"Thin coverage is one of two isolating factors, so more coverage would cut one source of discouragement.",Read off what removing one named factor would do to the discouragement.,(inference target),"Both factors isolate officers, and isolation discourages petitions.",Attend to 'at least one source' rather than a claim about the whole chain.,More in-depth reporting would reduce at least one source of discouragement.,most_strongly_supported|chain,likelihood_overreach,prescription,N/A_correct,importance_ranking,reversed_chain,Inference Failure,Inference Failure,N/A_correct,Inference Failure,Inference Failure,"Choice A is tempting because it reverses the stated chain, but the passage says isolation reduces the chance of a favorable response, not that less isolation makes one likely.","Choice B is tempting because secrecy is one culprit, but the passage describes effects and does not support a recommendation about what ought to be done.","Choice C is most strongly supported: thin coverage is one of the two factors that isolate the officers, and isolation is what discourages petitions, so more coverage would remove one such source.","Choice D is tempting because that chance figures in the chain, but nothing ranks it against the other considerations a dockworker might weigh.","Choice E is tempting because it links the same terms, but it runs the causal chain backward, from petitioning to isolation rather than the other way.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B6_0019,AR_B6_BP_0019,75,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,PF,4,PARALLEL_FLAW,PAT_MATCH_FLAWED_FORM,Parallel Flaw,market-stall-chef,"Chef: I have never been given a stall at the town market, even though several of my dishes are widely loved and sell out at every fair I enter. I know five other well-liked cooks who applied for stalls and fared no better than I did. Thus, being given a stall at the town market proves that a cook is no good.",The pattern of flawed reasoning in which one of the following arguments most closely resembles that in the chef's argument?,"Engineer: I have never been given a booth at the Maker Expo, though several of my devices hold patents and have sold briskly. Other inventors report the same. Therefore the organizers are choosing booths on some basis other than commercial success.","Baker: I am always given a booth at the Maker Expo, even though shoppers find my pastries strange and unappetizing. Other bakers report the same. Thus being given a booth proves that one's baking does not suit most people's taste.",Curator: The same sculptures that were passed over one year at the Regional Salon took the top award another year. So the sculptures are not judged entirely on merit.,"Volunteer: The parks board never takes my petitions seriously, even when most residents sign them. Others have brought forward widely signed petitions, and the board has not seriously weighed theirs either. So the parks board takes only worthless petitions seriously.","Courier: When I plan my routes most carefully, dispatch cuts my bonus. When I rush, they send me thank-you notes. I conclude that dispatch wants to discourage careful planning.",D,Find the argument that leaps from good applicants being rejected to the conclusion that only bad ones are accepted.,Match the error: from 'the good are refused' infer 'those accepted are bad.',Being given a stall proves a cook is no good.,"Several popular cooks, including the speaker, were refused stalls.",That good cooks are refused does not show the accepted ones are bad.,,parallel_flaw|negation_of_selection,different_conclusion,inverted_premise,inconsistency_form,N/A_correct,motive_inference,Form Failure,Form Failure,Form Failure,N/A_correct,Form Failure,"Choice A is tempting because it opens identically, but it concludes only that some other criterion is in use, which is a far weaker and non-parallel step.","Choice B is tempting because its conclusion has the same shape, but its speaker is always accepted rather than always refused, so the premises run the opposite way.","Choice C is tempting because it also attacks a selection process, but it reasons from inconsistent verdicts on the same works, not from good work being refused.","Choice D parallels the flaw exactly: from the fact that worthy petitions are refused a hearing, it leaps to the claim that whatever is heard must be worthless, just as the chef leaps from refusals to the worthlessness of those accepted.","Choice E is tempting because good work again goes unrewarded, but it infers an intention behind the pattern rather than a verdict on those who are rewarded.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B6_0020,AR_B6_BP_0020,36,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,PR,4,PRINCIPLE_JUSTIFY,PAT_APPLY_PRINCIPLE,Principle Justifies the Reasoning,grant-pledges,"When competing for a research grant, scientists sometimes pledge to pursue particular lines of work that they privately believe would be of no benefit at all to their field. Once the grant has actually been awarded, however, a researcher who has won it should try to carry out any pledge at all that the researcher believes would not set the field back.","The principle stated above, if valid, most helps to justify the reasoning in which one of the following arguments?","Osei won a grant by pledging to digitize the archive. Once funded, it became plain that digitizing would require cutting fieldwork that colleagues value. Thus Osei should not digitize the archive.","Park believes that building the new wind tunnel will not benefit the field, but that pledging to build it will help Park win the grant, and that Park's winning is in the field's best interest. Thus it is not wrong for Park to make the pledge.","Lund pledged to preserve funding for the seed vault. Once funded, Lund came to doubt that keeping the pledge would provide any benefit to the field. Thus Lund should break the pledge.","Iqbal pledged to restructure the laboratory. Once funded, Iqbal concluded that restructuring would set the field back. Thus Iqbal never should have pledged to restructure the laboratory.","Ferrar pledged to expand the fossil survey while competing for the grant, though Ferrar believed at the time that expanding it would set the field back. Once funded, Ferrar concluded that expanding the survey would in fact benefit the field. So Ferrar should carry out the pledge.",E,"The principle licenses keeping a pledge once the researcher believes it harmless, whatever was believed before.",Find the case where the funded researcher now believes the pledge would not set the field back.,(principle application),The principle keys on the researcher's post-award belief.,Match the belief state the principle requires.,,principle|application,unpopular_not_harmful,about_promising,no_benefit_vs_harm,retrospective_blame,N/A_correct,Principle Failure,Principle Failure,Principle Failure,Principle Failure,N/A_correct,"Choice A is tempting because Osei has second thoughts, but the principle speaks to setting the field back, not to whether colleagues would be displeased.","Choice B is tempting because it concerns making a pledge, but the principle governs whether a funded researcher should keep a pledge, not whether making one is permissible.","Choice C is tempting because Lund's belief changed, but doubting a benefit is not believing the pledge would set the field back, so the principle does not license breaking it.","Choice D is tempting because the belief now points at harm, but the principle says nothing about whether the pledge ought to have been made in the first place.","Choice E is justified by the principle: Ferrar is a funded researcher who now believes the pledge would not set the field back, which is precisely the case in which the principle says the pledge should be carried out.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B7_0001,AR_B7_BP_0001,18,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,FL,4,FLAW_DESCRIBE,PAT_NAME_THE_ERROR,Describe the Flaw,guild-master-apprentice,"Columnist: Practitioners of every trade agree, with near unanimity, that a master craftsman is morally bound to shield an apprentice from ruin. So hardly anyone would object when a master, knowing full well that an apprentice has been falsely blamed for a botched commission, conceals that apprentice from the guild inspectors who arrive to seize the apprentice's tools. What follows is that people generally must also grant that standing in the way of an inspector doing his rounds is, on occasion, the morally correct thing to do.",The reasoning in the columnist's argument is most vulnerable to criticism on the grounds that this argument,fails to consider the possibility that other moral principles would be widely recognized as overriding any obligation to shield an apprentice from ruin,uses a single type of example for the purpose of justifying a broad generalization,"presumes, without providing justification, that letting inspectors seize an innocent apprentice's tools serves rather than obstructs fairness",takes for granted that there is no moral obligation to comply with the rules of one's guild,takes for granted that the master in the example is not mistaken about the apprentice's innocence,A,"Many would say competing principles override the duty to shield an apprentice, so the sweeping acceptance does not follow.",Name the error: the accepted duty may be widely thought to yield to other principles.,It is likely widely accepted that obstructing guild inspectors is sometimes morally right.,Few would deny that a master should hide a falsely blamed apprentice.,Other widely held principles may be recognized as overriding the duty to shield an apprentice.,,flaw|overlooked_overriding_principle,N/A_correct,single_example,presumes_fairness,no_rule_duty,stipulated_fact,N/A_correct,Structure Failure,Scope Failure,Scope Failure,Scope Failure,"Choice A correctly names the error: the columnist leans on near-universal acceptance of one duty, yet people who accept that duty may widely hold other principles that override it in just these cases.","Choice B is tempting because one case carries the argument, but the trouble is not the number of examples; even many such cases would leave the overriding-principle worry untouched.","Choice C is tempting because fairness is in the background, but the columnist need not presume anything about what serves fairness; the gap concerns competing duties.","Choice D is tempting and near the mark, but the columnist does not deny such an obligation; the flaw is failing to weigh principles that might override the duty invoked.","Choice E is tempting, but the example stipulates that the master knows the apprentice was falsely blamed, so no such assumption is being smuggled in.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B7_0002,AR_B7_BP_0002,4,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,FL,3,FLAW_DESCRIBE,PAT_NAME_THE_ERROR,Describe the Flaw,tea-review-bias,"Shopper: According to the newest issue of the Halloran Review, the boxed teas sold by Brightleaf are essentially devoid of any flavor at all. But Marrow Teas, the largest commercial rival Brightleaf has, is the party that commissions the Halloran Review, and its publicity office signs off on each draft before any of it appears in print. Given how plainly the review is slanted, we may conclude that Brightleaf's boxed teas really are full of flavor.",The reasoning in the shopper's argument is most vulnerable to criticism on the grounds that the argument,draws a conclusion based solely on an unrepresentative sample of Brightleaf's products,treats evidence that a report is apparently biased as though it were evidence that the report's claims are false,fails to take into account the possibility that Brightleaf has as much motivation to create bad publicity for Marrow as Marrow has to create bad publicity for Brightleaf,fails to provide evidence that Marrow's boxed teas are not more flavorful than Brightleaf's are,"presumes, without providing justification, that Marrow's publicity office would not approve a draft that was hostile to Marrow's own products",B,A biased source may still be right; showing bias does not show the opposite of what it says.,Name the error: bias impugns a report's credibility but does not establish that its claims are false.,Brightleaf's teas really are full of flavor.,The review disparaging them is obviously biased.,Discrediting a claim's source does not establish the claim's negation.,,flaw|bias_to_falsity,sampling,N/A_correct,symmetry,comparison_missing,approval_presumption,Structure Failure,N/A_correct,Relevance Failure,Scope Failure,Scope Failure,"Choice A is tempting because only boxed teas are discussed, but the shopper's conclusion is about the very products the review examined, so sampling is not the error.","Choice B correctly names the error: bias gives a reason to distrust the review, but the shopper leaps from distrust all the way to the opposite conclusion, which bias never supports.","Choice C is tempting because the rivalry cuts both ways, but Brightleaf's motives do not bear on the leap from the review's bias to the falsity of its findings.","Choice D is tempting because the rival's teas go unmentioned, but the conclusion concerns Brightleaf's teas alone, so no comparison is owed.","Choice E is tempting because approval is mentioned, but the argument does not rest on that presumption; the fault is inferring falsity from bias.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B7_0003,AR_B7_BP_0003,17,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,FL,3,FLAW_DESCRIBE,PAT_NAME_THE_ERROR,Describe the Flaw,library-privacy-priority,"Library director: At a recent forum on nonprofit governance, several cybersecurity specialists maintained that the gravest danger now facing large institutions such as museums and libraries is unauthorized access to private records. In light of that testimony, we should make guarding our patrons' privacy our foremost priority.",The library director's argument is most vulnerable to which one of the following objections?,The argument confuses the causes of a problem with the appropriate solutions to that problem.,The argument assumes that a correlation between two phenomena is evidence that one causes the other.,The argument relies on the testimony of experts whose expertise is not shown to be broad enough to support their general claim.,The argument draws a general conclusion about a group based on data about an unrepresentative sample of that group.,The argument infers that a property belonging to large institutions belongs to all institutions.,C,Security specialists can say what security dangers exist; whether that danger outranks every other is beyond their field.,Name the error: the experts' authority is narrower than the sweeping claim they make.,Guarding patrons' privacy should be the library's foremost priority.,Cybersecurity specialists called unauthorized access the gravest danger.,Expertise in security does not qualify one to rank all dangers an institution faces.,,flaw|narrow_expertise,cause_solution,correlation_causation,N/A_correct,sampling,division,Structure Failure,Causal Failure,N/A_correct,Structure Failure,Structure Failure,"Choice A is tempting because a problem and a response both appear, but the director does not mistake one for the other.","Choice B is tempting as a stock error, but no correlation figures in the reasoning at all.","Choice C correctly names the error: specialists in cybersecurity are placed to judge security risks, not to rank that danger above every other danger a museum or library faces.","Choice D is tempting because 'several specialists' sounds like a sample, but the specialists are the authority relied upon, not a sample of institutions.","Choice E is tempting because large institutions are named, but the director draws a conclusion about this library, which is itself such an institution.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B7_0004,AR_B7_BP_0004,23,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,FL,3,FLAW_DESCRIBE,PAT_NAME_THE_ERROR,Describe the Flaw,auction-catalog-assurances,"Auction catalogs brim with glowing appraisals and with assurances about provenance; yet we should keep in mind why the house prints them at all, which is to draw the highest bids it can. Clearly, then, these appraisals are self-serving, and the assurances made in them are untrustworthy.",Which one of the following most accurately describes a flaw in the argument above?,"The argument presumes, without providing justification, that if an assurance is not self-serving, then that assurance is trustworthy.","The argument presumes, without providing justification, that assurances made for self-serving reasons are never honored.",The argument confuses the effect of an action with its cause.,The argument overlooks the fact that an assurance need not be untrustworthy just because the party that issued it had an ulterior motive for doing so.,The argument overlooks the fact that an auction house that issues assurances for self-serving reasons may nonetheless deserve the business it seeks.,D,An assurance issued for gain can still be perfectly accurate.,Name the error: a self-serving motive does not make the assurance unreliable.,The assurances in auction catalogs are untrustworthy.,They are printed to draw the highest bids.,Ulterior motive does not entail unreliability.,,flaw|motive_to_unreliability,converse,never_kept,cause_effect,N/A_correct,worthiness,Conditional Failure,Scope Failure,Causal Failure,N/A_correct,Scope Failure,"Choice A is tempting because it inverts the reasoning, but the argument never claims anything about assurances that are not self-serving.","Choice B is tempting and close, but the conclusion is that the assurances are untrustworthy, not the stronger claim that they are never honored.","Choice C is tempting as a stock error, but nothing in the argument reverses a cause and an effect.","Choice D correctly names the flaw: a house that stands to profit may nonetheless describe a lot accurately, so the self-serving motive alone cannot show the assurances are unreliable.","Choice E is tempting because it grants the motive while resisting the verdict, but whether the house deserves business is not what the argument concludes.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B7_0005,AR_B7_BP_0005,12,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,ST,4,STRENGTHEN_SUPPORT_CAUSE,PAT_RULE_IN_MECHANISM,Strengthen a Historical Hypothesis,marrow-river-snails,"The Marrow River flows westward into the Coral Sea from its headwaters in the eastern highlands. Rising between the Marrow's basin and the Gulf that lies east of it, the Ridgeback Range today seals the two apart. Yet certain freshwater snails that inhabit the Marrow are descended from now-extinct brackish snails known to have lived in the Gulf but never in the Coral Sea. On these grounds a number of scientists have put forward the conjecture that the Marrow River once ran eastward, emptying into the Gulf.","Which one of the following, if true, provides additional evidence in support of the hypothesis that the Marrow River once flowed eastward into the Gulf?","In many cases, freshwater and brackish snails that share certain characteristics do not in fact share a common ancestor.",Many snail species that inhabit the Coral Sea are related to species known to inhabit the Gulf.,The Ridgeback Range extends from the northernmost to the southernmost limits of the region.,There are very few snail species known to be able to survive in both fresh and brackish water.,Most of the fossilized remains of the now-extinct brackish snails from the Gulf date to a period prior to the formation of the Ridgeback Range.,E,"If the Gulf snails lived before the Ridgeback rose, the river could have carried them west before the barrier formed.",Add a fact showing the ancestral snails could have reached the Marrow before the range existed.,The Marrow once flowed eastward into the Gulf.,Marrow snails descend from snails found only in the Gulf.,The ancestry requires a route that existed before the mountains blocked it.,,strengthen|historical_hypothesis|timing,undercuts,alternative_route,barrier_extent,salinity_detail,N/A_correct,Direction Failure,Scope Failure,Scope Failure,Scope Failure,N/A_correct,"Choice A is tempting because it concerns snail ancestry, but by loosening the link between shared traits and shared descent it weakens the argument rather than supporting it.","Choice B is tempting because it links the two bodies of water, but it suggests the Marrow snails could have arrived by way of the Coral Sea, which cuts against the hypothesis.","Choice C is tempting because the barrier matters, but the range's present extent says nothing about whether the river once ran east before the range arose.","Choice D is tempting because it concerns the two habitats, but it does not explain how Gulf ancestors reached the Marrow at all.","Choice E supports the hypothesis: the ancestral snails flourished before the mountains rose, so an eastward-flowing Marrow could have carried their descendants inland while a route still existed.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B7_0006,AR_B7_BP_0006,25,LSAT_201_Source_Compilation_Keyed,0,1,validated_candidate,unpublished,production_factory_pass_not_human_validated,ST,4,STRENGTHEN_SUPPORT_CAUSE,PAT_RULE_IN_MECHANISM,Strengthen a Policy Argument,guild-trade-expansion,"Editorial: Any guild is endangered by division into ranks of widely differing pay between which there is little movement. Divisions of that kind embolden quarrelsome factions, and such factions obstruct sound governance. Because a guild whose trade expands affords its members more openings to better their standing, guilds ought to adopt policies that keep trade steadily expanding.","Which one of the following, if true, would most strengthen the reasoning in the editorial?",Expanding trade produces a proportionally greater rise in earnings for members at the lowest pay ranks than for members at other ranks.,Discord within a guild tends to widen the inequities in how its members are paid.,Quarrelsome factions are sometimes willing to set aside their differences to back policies conducive to expanding trade.,Expanding trade cannot occur without significant investment by members at the highest pay ranks.,The presence of quarrelsome factions can be an obstacle to expanding a guild's trade.,A,"Expansion helps only if it lifts the lowest ranks relatively more, closing the gap the editorial fears.",Add the fact that expansion actually narrows the rank divisions rather than widening them.,Guilds should adopt policies ensuring steady expansion of trade.,Expansion gives members chances to better their standing.,"Expansion must reduce, not deepen, the pay divisions.",,strengthen|policy|distributional,N/A_correct,reverse_arrow,feasibility,precondition,circularity,N/A_correct,Direction Failure,Scope Failure,Scope Failure,Direction Failure,"Choice A most strengthens the reasoning: the danger is wide pay divisions with little movement, so expansion helps precisely if it raises the lowest ranks fastest and narrows those divisions.","Choice B is tempting because it links discord and pay gaps, but it runs from discord to inequity, whereas the editorial needs expansion to shrink inequity.","Choice C is tempting because it makes the policy adoptable, but that factions would support expansion does not show expansion cures the divisions.","Choice D is tempting because it concerns expansion, but a precondition for expansion says nothing about whether expansion narrows the ranks.","Choice E is tempting because both elements appear, but it makes factions block expansion, which threatens the remedy rather than supporting it.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
AR_V1_B7_0007,AR_B7_BP_0007,27,LSAT_201_Source_Compilation_Keyed,1,2,validated_candidate,unpublished,production_factory_pass_not_human_validated,ST,3,STRENGTHEN_SUPPORT_CAUSE,PAT_RULE_IN_MECHANISM,Strengthen by Confirming in the Field,dormouse-tansy-mites,"The burrows occupied by striped dormice frequently hold gnawed hazel leaves together with gnawed tansy stems. Because the dormice are known to eat only the hazel, the tansy is probably carried in to serve as a fumigant, cutting down parasites such as mites. This view is backed by a trial in which some mite eggs were incubated among torn hazel leaves and others among torn tansy stems. The hatching rate among the hazel leaves was close to nine in ten, but among the tansy stems only one egg in four ever hatched.","Which one of the following, if true, most strengthens the argument?",Striped dormice that burrow near hazel thickets almost always have hazel leaves in their burrows.,Most striped-dormouse burrows that contain no gnawed tansy are overrun with mites.,The striped dormouse is the only rodent that has been found to keep gnawed tansy in its burrow.,Mites more commonly live on the bodies of striped dormice than in the burrows those dormice occupy.,Tansy stems are generally more difficult for striped dormice to gather than hazel leaves are.,B,"If burrows without tansy are mite-ridden, the laboratory effect holds where it matters.",Confirm in real burrows that the tansy is what keeps mites down.,The tansy stems are carried in as a fumigant against mites.,Far fewer mite eggs hatch among tansy than among hazel.,The trial result must be shown to operate in actual burrows.,,strengthen|field_confirmation,availability,N/A_correct,uniqueness,location_shift,effort,Scope Failure,N/A_correct,Scope Failure,Scope Failure,Scope Failure,"Choice A is tempting because it concerns burrow contents, but the ready availability of hazel says nothing about what the tansy is for.","Choice B most strengthens the argument: burrows lacking tansy suffer the very infestation tansy is said to prevent, which is exactly what the fumigant explanation predicts in the field.","Choice C is tempting because it singles out the behavior, but whether other rodents do it has no bearing on why the dormouse does.","Choice D is tempting because mites are the target, but where the mites reside does not show that the tansy in the burrow suppresses them.","Choice E is tempting because it concerns the tansy, but the effort of gathering it does not establish that its purpose in the burrow is to repel mites.",TRUE,TRUE,TRUE,TRUE,TRUE,pass,,,v1,current
